_id,today,_Exact Location_latitude,_Exact Location_longitude,Governorat,District,Is the company registered,What is the Type of registration?,Business name:,Economic sector:,Sub-sector:,Please specify the business products and services,Phone Number,Business Phone Number (If applicable),Enterprise size in terms of number of employees:,"Enterprise size (Micro, Small, Medium, Large)",Do you have any current available vacancies?,Number of job vacancies:,Current//Types of positions available:/Interns,Current//Types of positions available:/Seasonal employees,Current//Types of positions available:/Entry level,Current//Types of positions available:/Mid-senior level,Current//Types of positions available:/Senior management level,Current//Areas of recruitment:/Customer Service Representatives,Current//Areas of recruitment:/Sales,Current//Priority areas of recruitment:/Information Technology (IT),Current//Priority areas of recruitment:/Marketing,Current//Priority areas of recruitment:/Administrative Staff,Current//Priority areas of recruitment:/Finance,Current//Priority areas of recruitment:/Operational Staff (logistics and supply chain),Current//Priority areas of recruitment:/Technical Staff,Current//Priority areas of recruitment:/Others,Current//Please specify,Do you consider youth (18-29 years) from the local community for employment?,Do you expect the need for employees in the next year?,Number of expected job vacancies:,Future//Types of positions available:/Interns,Future//Types of positions available:/Seasonal employees,Future//Types of positions available:/Entry level,Future//Types of positions available:/Mid-senior level,Future//Types of positions available:/Senior management level,Future//TOTAL,Future//Areas of recruitment:/Customer Service Representatives,Future//Areas of recruitment:/Sales,Future//Priority areas of recruitment:/Information Technology (IT),Future//Priority areas of recruitment:/Marketing,Future//Priority areas of recruitment:/Administrative Staff,Future//Priority areas of recruitment:/Finance,Future//Priority areas of recruitment:/Operational Staff (logistics and supply chain),Future//Priority areas of recruitment:/Technical Staff,Future//Priority areas of recruitment:/Others,Future//Please specify,start_date,end_date,start_time,end_time
378585179,2024-09-02,32.3328978,36.2045517,Mafraq,Mafraq Al-qasabeh,Yes,Sole proprietorship,ستايل شوز,Wholesale and Retail Trade,Retail trade (apparel),بيع احذيه,791932163,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,3,0,2,0,1,0,3,0,1,0,0,0,0,0,0,0,,2024-09-02,2024-09-02,13:48:52.741000,13:52:06.493000
378606499,2024-09-02,30.318451,35.4794008,Maan,Petra,Yes,Sole proprietorship,مطعم فراس للتواصي,Accommodation and Food Services (Tourism(,Restaurants,خدمات الطعام والشراب والتواصي,792859921,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,3,1,1,1,0,0,3,1,0,0,0,0,1,0,0,0,,2024-09-02,2024-09-02,13:47:12.387000,13:51:22.007000
378606505,2024-09-02,30.3184552,35.4792124,Maan,Petra,Yes,Sole proprietorship,صيدليه حواء الفريدة,Human Health and Social Work Activities,Clinics,صيدليه / خدمات صحية / إعطاء ابر / أدوية ,799474497,,10 to 49,Small,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,1,0,0,1,0,2,1,0,0,0,0,0,0,0,1,صيدلاني / مساعد صيدلاني ,2024-09-02,2024-09-02,13:52:11.896000,14:02:05.459000
378606510,2024-09-02,30.3185857,35.4785954,Maan,Petra,Yes,Sole proprietorship,أرض الماركات لتصفية الأوروبية ,Wholesale and Retail Trade,Retail trade (general merchandise),ملابس / أحذية. / شنط ,790571255,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,0,1,0,1,0,2,1,1,0,0,0,0,0,0,0,,2024-09-02,2024-09-02,14:02:57.454000,14:15:10.978000
378606517,2024-09-02,30.3186825,35.478511,Maan,Petra,Yes,Sole proprietorship,بترا هوم للأدوات المنزلية,Wholesale and Retail Trade,Retail trade (general merchandise),الأدوات المنزلية والنثريات الإكسسوارات ,772312882,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,2024-09-02,2024-09-02,14:15:33.494000,14:20:07.584000
378606521,2024-09-02,30.3201554,35.4788675,Maan,Petra,Yes,Sole proprietorship,شو حلو,Wholesale and Retail Trade,Retail trade (general merchandise),اكسسوارات/ عطور / مواد تجميل / أدوات منزلية,775515340,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-02,2024-09-02,14:22:58.855000,14:30:55.801000
378606526,2024-09-02,30.320276,35.4784445,Maan,Petra,Yes,Sole proprietorship,محمد موسى الفرجات ( الحداد),Wholesale and Retail Trade,Retail trade (general merchandise),بيع وشراء وصيانه عامه ,772148972,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,0,1,0,1,0,2,0,1,0,0,0,0,0,1,0,,2024-09-02,2024-09-02,14:31:45.378000,14:38:22.481000
378606532,2024-09-02,30.3201503,35.4784259,Maan,Petra,No,Not Registered,آدم للستائر,Wholesale and Retail Trade,Retail trade (general merchandise),مشغل ستائر,776269936,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-02,2024-09-02,14:39:34.023000,14:45:49.183000
378606541,2024-09-02,30.3206983,35.4789754,Maan,Petra,Yes,Sole proprietorship,السلطان للألبسة ,Wholesale and Retail Trade,Retail trade (general merchandise),ملابس واحذية,797435163,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-02,2024-09-02,14:48:42.625000,14:59:34.713000
378616105,2024-09-02,30.3208968,35.4789773,Maan,Petra,Yes,Sole proprietorship,دراي كلين المدينة ,Administrative and Support Services,Cleaning services,دراي كلين ملابس خاص بالمنشات السياحية ,777159734,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,0,1,0,1,0,2,0,1,0,0,0,0,0,1,0,,2024-09-02,2024-09-02,15:12:18.594000,15:19:14.393000
378616109,2024-09-02,30.3207482,35.4789537,Maan,Petra,Yes,Sole proprietorship,النعيمي للخلويات,Wholesale and Retail Trade,Retail trade (electronics),التجارة الإلكترونية/ اكسسوارات/ تصليح / حواسي/ تليفونات ,779009926,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-02,2024-09-02,15:06:32.942000,15:11:53.968000
378625897,2024-09-02,30.320527,35.4819211,Maan,Petra,Yes,Sole proprietorship,محطة الشاطئ للمياه الصحية ,Utilities,Water supply,تعبئه ونقل المياه الصحية ,776989762,778784396,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,0,1,0,1,0,2,1,1,0,0,0,0,0,0,0,,2024-09-02,2024-09-02,15:21:45.852000,15:43:48.762000
378629757,2024-09-02,30.3208728,35.4793074,Maan,Petra,Yes,Sole proprietorship,أحذية الأندلس ,Wholesale and Retail Trade,Retail trade (general merchandise),أحذية/ شنط ,777343827,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-02,2024-09-02,15:46:14.478000,15:53:25.652000
378637296,2024-09-02,30.3213014,35.4787856,Maan,Petra,Yes,Sole proprietorship,الحوريات للزي الشرعي,Wholesale and Retail Trade,Retail trade (apparel),اللباس الشرعي ,777528673,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-02,2024-09-02,15:59:37.141000,16:10:13.487000
378658896,2024-09-02,30.3211482,35.478408,Maan,Petra,Yes,Sole proprietorship,وايت بيرد,"Arts, Entertainment, and Recreation",Recreation,كفي شوب ,32157383,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-02,2024-09-02,16:46:19.150000,16:52:03.178000
378658906,2024-09-02,30.3211576,35.4783998,Maan,Petra,Yes,Sole proprietorship,مطعم لقمة هنية ,Accommodation and Food Services (Tourism(,Restaurants,تقديم واعداد الأطعمة العربية والأيطالية والمشروبات,777657064,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-02,2024-09-02,16:52:55.731000,16:58:54.764000
378670713,2024-09-02,30.3162128,35.4802363,Maan,Petra,Yes,Sole proprietorship,النبطي للحسابات ,Wholesale and Retail Trade,Retail trade (electronics),تلفونات/ حواسيب/ اكسسوارات ,32156051,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-02,2024-09-02,17:05:05.037000,17:08:54.296000
378670717,2024-09-02,30.3214219,35.4787441,Maan,Petra,Yes,Sole proprietorship,صيدلية البتراء الحديثة ,Human Health and Social Work Activities,Clinics,صيدلية ,777774532,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-02,2024-09-02,17:16:50.901000,17:26:04.308000
378692640,2024-09-02,30.3214365,35.4787314,Maan,Petra,Yes,Sole proprietorship,مطعم بخارى ,Accommodation and Food Services (Tourism(,Restaurants,تقديم الطعام والشراب والتواصي,32154225,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-02,2024-09-02,17:26:23.786000,17:29:48.184000
378692648,2024-09-02,30.3215082,35.4786009,Maan,Petra,Yes,Sole proprietorship,Chiffchaff cafe,"Arts, Entertainment, and Recreation",Recreation,كفي شوب ,799655691,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-02,2024-09-02,17:29:51.314000,17:40:53.241000
378692655,2024-09-02,30.3217961,35.4786883,Maan,Petra,Yes,Sole proprietorship,Esaa,Wholesale and Retail Trade,Retail trade (general merchandise),اكسسوارات / شنط / مواد تجميل / نثريات ,787777094,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-02,2024-09-02,17:41:48.582000,17:51:53.297000
378692662,2024-09-02,30.3219412,35.4784412,Maan,Petra,Yes,Sole proprietorship,سوبر ماركت الشهبندر,Wholesale and Retail Trade,Retail trade (food),أغذية ومشروبات,799574399,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-02,2024-09-02,17:51:57.252000,17:55:05.864000
378692671,2024-09-02,30.3219134,35.4787362,Maan,Petra,Yes,Sole proprietorship,مخابز السنابل الالية ,Accommodation and Food Services (Tourism(,Restaurants,مخابز ومعجنات وحلويات,770368007,,10 to 49,Small,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-02,2024-09-02,17:55:26.509000,18:00:01.899000
378692675,2024-09-02,30.3220096,35.4788801,Maan,Petra,Yes,Sole proprietorship,ندى الجزيرة للألبسة ,Wholesale and Retail Trade,Retail trade (general merchandise),اللبسة/ شنط / اكسسوارات / أحذية ,776728024,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-02,2024-09-02,18:00:10.673000,18:16:57.032000
378698662,2024-09-02,30.3223485,35.4793579,Maan,Petra,Yes,Sole proprietorship,مكتبه البتراء الحديثة,Education,Research institutions,مكتبه عامة / تصوير وطباعه وإعداد أبحاث ,775197187,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-02,2024-09-02,18:20:07.080000,18:28:04.097000
378698671,2024-09-02,30.3223499,35.4793997,Maan,Petra,Yes,Sole proprietorship,ميركاتو للألبسة,Wholesale and Retail Trade,Retail trade (general merchandise),اللبسة نسائي واطفال وشنط واحذية ,777744336,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-02,2024-09-02,18:28:23.626000,18:34:28.421000
378712771,2024-09-02,31.6115947,35.8202277,Madaba,Mlaih,Yes,Limited liability,شركة ماس الصافي لصناعة الالبسة ,Manufacturing,Textile manufacturing,حياكة مللابس ,775787729,775787729,More than 250,Large,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,10,1,8,1,0,0,10,0,0,0,0,0,0,0,0,1,خياطة ,2024-09-02,2024-09-02,13:10:41.930000,15:17:15.027000
378712783,2024-09-02,31.613761,35.7710102,Madaba,Mlaih,Yes,Sole proprietorship,بوابة الاشعل للمنسوجات ,Manufacturing,Textile manufacturing,صناعة الجوارب ,776508764,776508764,10 to 49,Small,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,1,1,0,0,0,2,0,0,0,0,0,0,0,1,1,خياطة ,2024-09-02,2024-09-02,15:37:08.344000,15:42:27.958000
378712793,2024-09-02,31.6136931,35.7707477,Madaba,Mlaih,Yes,Sole proprietorship,وسام وانور للمنظفات,Manufacturing,Chemical manufacturing,صناعة منظفات ,775004006,775004006,10 to 49,Small,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,15,1,14,0,0,0,15,0,0,0,0,0,0,0,1,1,كيميائين,2024-09-02,2024-09-02,15:43:30.968000,15:52:25.037000
378712798,2024-09-02,31.5908606,35.8003049,Madaba,Mlaih,Yes,Sole proprietorship,البان واجبان ام محمد ,Manufacturing,Food processing,صناعة الالبان والاجبان,779405260,779405260,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-02,2024-09-02,16:00:26.080000,16:18:39.765000
378712805,2024-09-02,31.5903656,35.8037554,Madaba,Mlaih,Yes,Sole proprietorship,مخيطة نجد,Manufacturing,Textile manufacturing,حياكة الملابس ,796067416,796067416,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-02,2024-09-02,16:21:00.483000,16:26:50.860000
378728020,2024-08-31,32.0037473,35.7838648,Balqaa,Fuhais and Mahes,Yes,Sole proprietorship,اوبتكوس المروى,Human Health and Social Work Activities,Medical practices,بيع نظارات وفحص نظر,787465442,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,0,2,0,0,0,2,0,1,0,0,0,0,0,1,0,,2024-08-31,2024-08-31,11:48:36.724000,11:57:16.358000
378728220,2024-08-31,32.003748,35.783917,Balqaa,Fuhais and Mahes,Yes,Sole proprietorship,تي ماركت,Wholesale and Retail Trade,Retail trade (food),بيع منتجات غذائية,797215056,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,,2024-08-31,2024-08-31,11:57:28.842000,12:01:03.104000
378728224,2024-08-31,32.0038775,35.7841442,Balqaa,Fuhais and Mahes,Yes,Sole proprietorship,عايدة للاكسسوارات,Wholesale and Retail Trade,Retail trade (furniture),بيع الاكسسوارات والميك اب,797757907,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-31,2024-08-31,12:01:07.311000,12:04:59.845000
378728232,2024-08-31,32.0044947,35.7847245,Balqaa,Fuhais and Mahes,Yes,Sole proprietorship,جوليا ماركت,Wholesale and Retail Trade,Retail trade (food),بيع الأغذية والحلويات,770233765,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,2024-08-31,2024-08-31,12:05:03.967000,12:07:41.262000
378728236,2024-08-31,32.0037473,35.7838667,Balqaa,Fuhais and Mahes,Yes,Sole proprietorship,المكتبة المتكاملة,Wholesale and Retail Trade,Retail trade (general merchandise),بيع قرطاسية,777225712,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-31,2024-08-31,12:07:49.161000,12:10:46.792000
378728240,2024-08-31,32.0037505,35.7838752,Balqaa,Fuhais and Mahes,Yes,Sole proprietorship,نانسي دراي كلين,Service Activities,Laundry services,غسيل ملابس,772169021,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-31,2024-08-31,12:10:50.665000,12:12:46.972000
378728243,2024-08-31,32.0047166,35.7847185,Balqaa,Fuhais and Mahes,Yes,Sole proprietorship,سوبر ماركت الورا,Wholesale and Retail Trade,Retail trade (food),بيع الاغذية,795751182,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-31,2024-08-31,12:12:53.110000,12:17:24.062000
378728249,2024-08-31,32.0040139,35.7840014,Balqaa,Fuhais and Mahes,Yes,Sole proprietorship,مكتب تكسي الفارس,Administrative and Support Services,Office administration,مكتب توظيف تكسي,797755715,,10 to 49,Small,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,,2024-08-31,2024-08-31,12:17:30.654000,12:21:44.742000
378728255,2024-08-31,32.0042393,35.7840016,Balqaa,Fuhais and Mahes,Yes,Sole proprietorship,مخبز ارض البتفسج,Wholesale and Retail Trade,Retail trade (food),مخبز ارض البنفسج,798879761,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-31,2024-08-31,12:21:49.051000,12:27:12.115000
378728258,2024-08-31,32.0045297,35.7847881,Balqaa,Fuhais and Mahes,Yes,Sole proprietorship,كريستال ماركت,Wholesale and Retail Trade,Retail trade (food),بيع سكاكر واغذية,797325538,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-31,2024-08-31,12:27:34.085000,12:30:42.617000
378728259,2024-08-31,32.0038637,35.7839383,Balqaa,Fuhais and Mahes,Yes,Private shareholding,العز للدواجن,Wholesale and Retail Trade,Retail trade (food),بيع دجاج,791512270,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-31,2024-08-31,12:30:51.510000,12:35:06.400000
378728262,2024-08-31,32.0039943,35.7843234,Balqaa,Fuhais and Mahes,Yes,Sole proprietorship,صيدلية البيت السعيد,Human Health and Social Work Activities,Medical practices,بيع الادوية,795967241,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,2024-08-31,2024-08-31,12:35:14.439000,12:38:49.225000
378728266,2024-08-31,32.0038569,35.7839359,Balqaa,Fuhais and Mahes,Yes,Sole proprietorship,نيكولا للعطور,Wholesale and Retail Trade,Retail trade (general merchandise),بيع عطور,799971838,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-31,2024-08-31,12:38:53.529000,12:41:52.991000
378728270,2024-08-31,32.0045907,35.7852944,Balqaa,Fuhais and Mahes,Yes,Sole proprietorship,محل ايديا للنثريات,Wholesale and Retail Trade,Retail trade (general merchandise),بيع منظفات,776460828,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-31,2024-08-31,12:41:59.370000,12:44:00.786000
378728273,2024-08-31,32.0045862,35.785297,Balqaa,Fuhais and Mahes,Yes,Sole proprietorship,صيف وشتا للالبسة المستعملة,Wholesale and Retail Trade,Retail trade (apparel),بيع ملابس مستعملة,777476590,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-31,2024-08-31,12:44:17.383000,12:49:08.174000
378732602,2024-08-31,32.0046591,35.7855756,Balqaa,Fuhais and Mahes,Yes,Sole proprietorship,سيلفر لايت,Wholesale and Retail Trade,Retail trade (general merchandise),بيع فضة,790457941,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-31,2024-08-31,12:49:23.418000,12:54:31.137000
378732604,2024-08-31,32.0047877,35.7858078,Balqaa,Fuhais and Mahes,Yes,Sole proprietorship,نوفوتيل شمس الشموس,Wholesale and Retail Trade,Retail trade (apparel),بيع ملابس,795410986,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-31,2024-08-31,12:54:50.027000,13:00:04.576000
378776926,2024-09-01,31.2481025,36.0451283,Karak,Al-Qatraneh,Yes,Sole proprietorship,صيدلة هديه ومليكا,Human Health and Social Work Activities,Medical practices,بيع المنتجات الصيدلانيه,787023506,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-01,2024-09-01,12:43:02.395000,12:48:36.463000
378776931,2024-09-02,31.2516041,36.0509299,Karak,Al-Qatraneh,No,Not Registered,دكانه ام عبد الرحمان ,Wholesale and Retail Trade,Retail trade (general merchandise),مواد تموين,790857051,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-02,2024-09-02,10:00:51.319000,10:04:52.121000
378776936,2024-09-02,31.1672283,35.7344959,Karak,Karak Al-Qasabah,Yes,Sole proprietorship,الاميلس للسجاد والموكيت,Wholesale and Retail Trade,Retail trade (furniture),سجاد و موكيت,796068653,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,2024-09-02,2024-09-02,12:06:15.578000,12:32:23.487000
378776942,2024-09-02,31.1671952,35.7345933,Karak,Karak Al-Qasabah,Yes,Sole proprietorship,شركه اثواب للالبسه الشرعيه,Wholesale and Retail Trade,Retail trade (apparel),بيع البسه نسائيه شرعيه,782688827,790002288,Less than 10 employees,Micro,Yes,4,0,3,1,0,0,0,1,0,0,0,0,0,0,0,"بائعين
",Yes,Yes,15,0,12,3,0,0,15,0,1,0,0,0,0,0,0,1,"بائعين
",2024-09-02,2024-09-02,12:33:10.257000,12:38:22.302000
378776947,2024-09-02,31.1671236,35.7347856,Karak,Karak Al-Qasabah,Yes,Sole proprietorship,محامص الريحان,Wholesale and Retail Trade,Retail trade (food),بهارات ومكسرات ,797019923,799504688,Less than 10 employees,Micro,Yes,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,موظف مبيعات ,Yes,Yes,2,0,1,0,1,0,2,0,1,0,0,0,0,0,0,1,موظف مبيعات ,2024-09-02,2024-09-02,12:38:50.674000,12:47:46.967000
378776951,2024-09-02,31.1670039,35.7348704,Karak,Karak Al-Qasabah,Yes,Cooperative,العنبتاوي ,Accommodation and Food Services (Tourism(,Restaurants,بيع حلويات ,796942747,796314060,10 to 49,Small,Yes,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,عامل خدمات ,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-02,2024-09-02,12:49:53.433000,12:55:42.965000
378776958,2024-09-02,31.1672929,35.73504,Karak,Karak Al-Qasabah,Yes,Sole proprietorship,ملابس جبر,Wholesale and Retail Trade,Retail trade (apparel),ملابس,792852580,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-02,2024-09-02,13:03:34.593000,13:10:09.311000
378776962,2024-09-02,31.1673385,35.7351437,Karak,Karak Al-Qasabah,Yes,Sole proprietorship,Kids and women ,Wholesale and Retail Trade,Retail trade (apparel),ملابس ,795708050,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-02,2024-09-02,13:10:23.972000,13:18:01.874000
378776967,2024-09-02,31.1670731,35.7349717,Karak,Karak Al-Qasabah,Yes,Sole proprietorship,مؤسسة انس شعبان,Wholesale and Retail Trade,Retail trade (electronics),كهربائيات,777079273,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-02,2024-09-02,13:22:31.528000,13:28:23.316000
378776973,2024-09-02,31.1668905,35.7350803,Karak,Karak Al-Qasabah,Yes,Sole proprietorship,صيدلية بوابة الكرك,Human Health and Social Work Activities,Medical practices,أدوية ,798100683,795645072,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-02,2024-09-02,13:30:50.878000,13:36:54.974000
378776977,2024-09-02,31.167168,35.7351356,Karak,Karak Al-Qasabah,Yes,Sole proprietorship,الأميلس هوم ,Wholesale and Retail Trade,Retail trade (furniture),حرامات ومسابل ,799123499,7999123499,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-02,2024-09-02,13:37:48.721000,13:41:20.012000
378776979,2024-09-02,31.1670468,35.7349996,Karak,Karak Al-Qasabah,Yes,Sole proprietorship,براند سبورت ,Wholesale and Retail Trade,Retail trade (apparel),ملابس رياضية ,796978424,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,,2024-09-02,2024-09-02,13:41:37.679000,13:45:48.008000
